	podcast1	podcast2	score
441	The Fighter & The Kid	Anna Faris Is Unqualified	429697409
442	The Fighter & The Kid	Armchair Expert with Dax Shepard	0
443	The Fighter & The Kid	Fitzdog Radio	128860562
444	The Fighter & The Kid	Tin Foil Hat With Sam Tripoli	46346427
445	The Fighter & The Kid	Alison Rosen Is Your New Best Friend	1999826990
446	The Fighter & The Kid	Tangentially Speaking with Christopher Ryan	503184644
447	The Fighter & The Kid	How Did This Get Made?	72393438
448	The Fighter & The Kid	The Todd Glass Show	366260812
449	The Fighter & The Kid	Dumb People Town	233130893
450	The Fighter & The Kid	Doug Loves Movies	1129341691
451	The Fighter & The Kid	Getting Doug with High	1952895913
452	The Fighter & The Kid	Who Charted?	81040767
453	The Fighter & The Kid	The Indoor Kids with Kumail Nanjiani and Emily V. Gordon	161233070
454	The Fighter & The Kid	Comedy Film Nerds	49762242
455	The Fighter & The Kid	The Champs with Neal Brennan + Moshe Kasher	109330803
456	The Fighter & The Kid	Julian Loves Music	21736242
457	The Fighter & The Kid	Canceled	0
458	The Fighter & The Kid	Stand By Your Band	0
459	The Fighter & The Kid	Truth & Iliza	232388207
460	The Fighter & The Kid	Race Wars	458743304
461	The Fighter & The Kid	The Todd Barry Podcast	178417745
462	The Fighter & The Kid	My Dumb Friends	185638806
463	The Fighter & The Kid	Pleasure Monkey Podcast	248559816
464	The Fighter & The Kid	Louder With Crowder	409454140
465	The Fighter & The Kid	Doughboys	94031820
466	The Fighter & The Kid	The Bill Simmons Podcast	601968324
467	The Fighter & The Kid	Legion of Skanks Podcast	110743040
468	The Fighter & The Kid	Punch Drunk Sports	398022661
469	The Fighter & The Kid	Hannibal Buress: Handsome Rambler	102807337
470	The Fighter & The Kid	Pirate Life Radio with Tait Fletcher	526170504
471	The Fighter & The Kid	Hear Me This Book	318811832
472	The Fighter & The Kid	The Jim Rome Podcast	0
473	The Fighter & The Kid	View from the Cheap Seats with the Sklar Brothers	146869815
474	The Fighter & The Kid	All Things Comedy Live	468068642
475	The Fighter & The Kid	Dom Irrera Live from the Laugh Factory	723757038
476	The Fighter & The Kid	Aubrey Marcus Podcast	158369912
477	The Fighter & The Kid	Happy Sad Confused	63443180
478	The Fighter & The Kid	Off Camera with Sam Jones	88637316
479	The Fighter & The Kid	Maltin on Movies	56820970
480	The Fighter & The Kid	How I Built This with Guy Raz	0
481	The Fighter & The Kid	Modern Love	0
482	The Fighter & The Kid	The School of Greatness	13763076
483	The Fighter & The Kid	The Ringer NBA Show	0
484	The Fighter & The Kid	The Mike Lupica Show	0
485	The Fighter & The Kid	Ask Me Another	21588300
486	The Fighter & The Kid	Dear Sugars	0
487	The Fighter & The Kid	The Bugle	0
488	The Fighter & The Kid	The Daily Zeitgeist	23855948
489	The Fighter & The Kid	SModcast	48190005
490	The Fighter & The Kid	I AM RAPAPORT: STEREO PODCAST	70323354
491	The Fighter & The Kid	Never Not Funny: The Jimmy Pardo Podcast	106048960
492	The Fighter & The Kid	The CrabFeast with Ryan Sickler and Jay Larson	1842614575
493	The Fighter & The Kid	improv4humans with Matt Besser	0
494	The Fighter & The Kid	Gilbert Gottfried's Amazing Colossal Podcast	0
495	The Fighter & The Kid	Jordan, Jesse GO!	372235675
496	The Fighter & The Kid	Bullseye with Jesse Thorn	79798120
497	The Fighter & The Kid	Stop Podcasting Yourself	38941090
498	The Fighter & The Kid	SPONTANEANATION with Paul F. Tompkins	0
499	The Fighter & The Kid	The Pod F. Tompkast	0
500	The Fighter & The Kid	The Dead Authors Podcast	26497660
501	The Fighter & The Kid	The Bone Zone	90278172
502	The Fighter & The Kid	Economic Rockstar	0
503	The Fighter & The Kid	Don't Ever Change with John Roy	207170382
504	The Fighter & The Kid	The K Ohle with Kurt Braunohler	93332526
505	The Fighter & The Kid	Steve Agee: Uhhh	52392984
506	The Fighter & The Kid	High and Mighty	0
507	The Fighter & The Kid	Kumail Nanjiani's The X-Files Files	63143164
508	The Fighter & The Kid	Getting Curious with Jonathan Van Ness	0
509	The Fighter & The Kid	Hollywood Handbook	0
510	The Fighter & The Kid	RuPaul: What's The Tee with Michelle Visage	27550200
511	The Fighter & The Kid	Shane And Friends	87616246
512	The Fighter & The Kid	Not Too Deep with Grace Helbig	30417170
513	The Fighter & The Kid	Think Again – a Big Think Podcast	41804744
514	The Fighter & The Kid	Rationally Speaking	0
515	The Fighter & The Kid	Skepticality: The Official Podcast of Skeptic Magazine	0
516	The Fighter & The Kid	Friendly Atheist Podcast	0
517	The Fighter & The Kid	Snoop Dogg's GGN Podcast	63284325
518	The Fighter & The Kid	Katie Couric	0
519	The Fighter & The Kid	Entrepreneurial Thought Leaders	46197639
520	The Fighter & The Kid	The Ezra Klein Show	0
521	The Fighter & The Kid	The Talk Show With John Gruber	0
522	The Fighter & The Kid	Here We Are	0
523	The Fighter & The Kid	Double Date Podcast	148917380
524	The Fighter & The Kid	It's All Happening	35980080
525	The Fighter & The Kid	The Astral Hustle with Cory Allen	469025024
526	The Fighter & The Kid	Mindrolling with Raghu Markus	54107100
527	The Fighter & The Kid	Chris Grosso The Indie Spiritualist	0
528	The Fighter & The Kid	London Real	80657286
529	The Fighter & The Kid	Onnit Podcast	51069228
530	The Fighter & The Kid	Brody Stevens Festival Of Sports	237447564
531	The Fighter & The Kid	The Steven Brody Stevens Festival Of Friendship	411002667
532	The Fighter & The Kid	Wait Wait... Don't Tell Me!	0
533	The Fighter & The Kid	Superego	0
534	The Fighter & The Kid	Savage Lovecast	0
535	The Fighter & The Kid	Tom Rhodes Radio Smart Camp	344338267
536	The Fighter & The Kid	The Full Charge Power Hour featuring Matt Fulchiron	242597754
537	The Fighter & The Kid	The 31 with Brandt Tobler	405855893
538	The Fighter & The Kid	Good Times: With Steve Simeone	611066635
539	The Fighter & The Kid	Twisting The Wind with Johnny Pemberton	0
540	The Fighter & The Kid	LIVE TO TAPE with Johnny Pemberton	27596943
541	The Fighter & The Kid	Mohr Stories with Jay Mohr	109259683
542	The Fighter & The Kid	The Pony Hour	0
543	The Fighter & The Kid	Jocko Podcast	116678364
544	The Fighter & The Kid	The Tim Ferriss Show	233957686
545	The Fighter & The Kid	StarTalk Radio	0
546	The Fighter & The Kid	The Doug Stanhope Podcast	423206587
547	The Fighter & The Kid	Bitch Sesh: A Real Housewives Breakdown	390829524
548	The Fighter & The Kid	Put Your Hands Together with Cam and Rhea	606913273
549	The Fighter & The Kid	Watch What Happens Live with Andy Cohen	172275098
550	The Fighter & The Kid	Rap Radar Podcast	0
551	The Fighter & The Kid	The Vlad Couch	0
552	The Fighter & The Kid	Allegedly with Theo Von & Matthew Cole Weiss	228060041
553	The Fighter & The Kid	This Life #YOULIVE With Dr Drew	289947327
554	The Fighter & The Kid	With Friends Like These	0
555	The Fighter & The Kid	The Axe Files with David Axelrod	0
556	The Fighter & The Kid	Politically Re-Active with W. Kamau Bell & Hari Kondabolu	0
557	The Fighter & The Kid	The James Altucher Show	170122535
558	The Fighter & The Kid	Bulletproof Radio	0
559	The Fighter & The Kid	Revolution Health Radio	0
560	The Fighter & The Kid	UFC Unfiltered with Jim Norton and Matt Serra	361217665
561	The Fighter & The Kid	10% Happier with Dan Harris	0
562	The Fighter & The Kid	Oprah’s SuperSoul Conversations	0
563	Ari Shaffir's Skeptic Tank	Under The Skin with Russell Brand	0
564	Ari Shaffir's Skeptic Tank	Pointless: with Kevin Pereira	0
565	Ari Shaffir's Skeptic Tank	ID10T with Chris Hardwick	1420597645
566	Ari Shaffir's Skeptic Tank	Waking Up with Sam Harris	0
567	Ari Shaffir's Skeptic Tank	Kill Tony	18920197697
568	Ari Shaffir's Skeptic Tank	The Rubin Report	30225852
569	Ari Shaffir's Skeptic Tank	Comedy Bang Bang	45801280
570	Ari Shaffir's Skeptic Tank	H3 Podcast	0
571	Ari Shaffir's Skeptic Tank	WTF with Marc Maron Podcast	303572351
572	Ari Shaffir's Skeptic Tank	The Church of What's Happening Now: With Joey Coco Diaz	20234744381
573	Ari Shaffir's Skeptic Tank	Your Mom's House with Christina P. and Tom Segura	3235948059
574	Ari Shaffir's Skeptic Tank	Harmontown	673354420
575	Ari Shaffir's Skeptic Tank	Freedomain Radio with Stefan Molyneux	336291152
576	Ari Shaffir's Skeptic Tank	Econtalk	0
577	Ari Shaffir's Skeptic Tank	Real Time with Bill Maher	0
578	Ari Shaffir's Skeptic Tank	You Made It Weird with Pete Holmes	6207713491
579	Ari Shaffir's Skeptic Tank	Anna Faris Is Unqualified	177815015
580	Ari Shaffir's Skeptic Tank	Armchair Expert with Dax Shepard	0
581	Ari Shaffir's Skeptic Tank	Fitzdog Radio	249352162
582	Ari Shaffir's Skeptic Tank	Tin Foil Hat With Sam Tripoli	1708554161
583	Ari Shaffir's Skeptic Tank	Alison Rosen Is Your New Best Friend	4124871940
584	Ari Shaffir's Skeptic Tank	Tangentially Speaking with Christopher Ryan	2838974025
585	Ari Shaffir's Skeptic Tank	How Did This Get Made?	77612537
586	Ari Shaffir's Skeptic Tank	The Todd Glass Show	2981554065
587	Ari Shaffir's Skeptic Tank	Dumb People Town	1093338518
588	Ari Shaffir's Skeptic Tank	Doug Loves Movies	531455931
589	Ari Shaffir's Skeptic Tank	Getting Doug with High	2964429570
590	Ari Shaffir's Skeptic Tank	Who Charted?	68799285
591	Ari Shaffir's Skeptic Tank	The Indoor Kids with Kumail Nanjiani and Emily V. Gordon	687649281
592	Ari Shaffir's Skeptic Tank	Comedy Film Nerds	882449915
593	Ari Shaffir's Skeptic Tank	The Champs with Neal Brennan + Moshe Kasher	254867234
594	Ari Shaffir's Skeptic Tank	Julian Loves Music	548150798
595	Ari Shaffir's Skeptic Tank	Canceled	12432849
596	Ari Shaffir's Skeptic Tank	Stand By Your Band	372678697
597	Ari Shaffir's Skeptic Tank	Truth & Iliza	1469078510
598	Ari Shaffir's Skeptic Tank	Race Wars	2675136062
599	Ari Shaffir's Skeptic Tank	The Todd Barry Podcast	1659061839
600	Ari Shaffir's Skeptic Tank	My Dumb Friends	1986497159
601	Ari Shaffir's Skeptic Tank	Pleasure Monkey Podcast	65539930
602	Ari Shaffir's Skeptic Tank	Louder With Crowder	223219548
603	Ari Shaffir's Skeptic Tank	Doughboys	138682180
604	Ari Shaffir's Skeptic Tank	The Bill Simmons Podcast	44968726
605	Ari Shaffir's Skeptic Tank	Legion of Skanks Podcast	464961964
606	Ari Shaffir's Skeptic Tank	Punch Drunk Sports	2086034630
607	Ari Shaffir's Skeptic Tank	Hannibal Buress: Handsome Rambler	281600982
608	Ari Shaffir's Skeptic Tank	Pirate Life Radio with Tait Fletcher	1451517675
609	Ari Shaffir's Skeptic Tank	Hear Me This Book	1902372778
610	Ari Shaffir's Skeptic Tank	The Jim Rome Podcast	0
611	Ari Shaffir's Skeptic Tank	View from the Cheap Seats with the Sklar Brothers	1064165371
612	Ari Shaffir's Skeptic Tank	All Things Comedy Live	1565375068
613	Ari Shaffir's Skeptic Tank	Dom Irrera Live from the Laugh Factory	1493543049
614	Ari Shaffir's Skeptic Tank	Aubrey Marcus Podcast	346593147
615	Ari Shaffir's Skeptic Tank	Happy Sad Confused	0
616	Ari Shaffir's Skeptic Tank	Off Camera with Sam Jones	0
617	Ari Shaffir's Skeptic Tank	Maltin on Movies	90943380
618	Ari Shaffir's Skeptic Tank	How I Built This with Guy Raz	0
619	Ari Shaffir's Skeptic Tank	Modern Love	0
620	Ari Shaffir's Skeptic Tank	The School of Greatness	0
621	Ari Shaffir's Skeptic Tank	The Ringer NBA Show	0
622	Ari Shaffir's Skeptic Tank	The Mike Lupica Show	0
623	Ari Shaffir's Skeptic Tank	Ask Me Another	0
624	Ari Shaffir's Skeptic Tank	Dear Sugars	0
625	Ari Shaffir's Skeptic Tank	The Bugle	0
626	Ari Shaffir's Skeptic Tank	The Daily Zeitgeist	248789196
627	Ari Shaffir's Skeptic Tank	SModcast	460436729
628	Ari Shaffir's Skeptic Tank	I AM RAPAPORT: STEREO PODCAST	165938163
629	Ari Shaffir's Skeptic Tank	Never Not Funny: The Jimmy Pardo Podcast	51680880
630	Ari Shaffir's Skeptic Tank	The CrabFeast with Ryan Sickler and Jay Larson	7894031803
631	Ari Shaffir's Skeptic Tank	improv4humans with Matt Besser	0
632	Ari Shaffir's Skeptic Tank	Gilbert Gottfried's Amazing Colossal Podcast	0
633	Ari Shaffir's Skeptic Tank	Jordan, Jesse GO!	1039401918
634	Ari Shaffir's Skeptic Tank	Bullseye with Jesse Thorn	63202458
635	Ari Shaffir's Skeptic Tank	Stop Podcasting Yourself	1286312993
636	Ari Shaffir's Skeptic Tank	SPONTANEANATION with Paul F. Tompkins	0
637	Ari Shaffir's Skeptic Tank	The Pod F. Tompkast	0
638	Ari Shaffir's Skeptic Tank	The Dead Authors Podcast	43012881
639	Ari Shaffir's Skeptic Tank	The Bone Zone	3279639983
640	Ari Shaffir's Skeptic Tank	Economic Rockstar	0
641	Ari Shaffir's Skeptic Tank	Don't Ever Change with John Roy	1608593001
642	Ari Shaffir's Skeptic Tank	The K Ohle with Kurt Braunohler	573478395
643	Ari Shaffir's Skeptic Tank	Steve Agee: Uhhh	532476238
644	Ari Shaffir's Skeptic Tank	High and Mighty	59170549
645	Ari Shaffir's Skeptic Tank	Kumail Nanjiani's The X-Files Files	0
646	Ari Shaffir's Skeptic Tank	Getting Curious with Jonathan Van Ness	31355688
647	Ari Shaffir's Skeptic Tank	Hollywood Handbook	0
648	Ari Shaffir's Skeptic Tank	RuPaul: What's The Tee with Michelle Visage	54787416
649	Ari Shaffir's Skeptic Tank	Shane And Friends	39174520
650	Ari Shaffir's Skeptic Tank	Not Too Deep with Grace Helbig	67842263
651	Ari Shaffir's Skeptic Tank	Think Again – a Big Think Podcast	75388097
652	Ari Shaffir's Skeptic Tank	Rationally Speaking	0
653	Ari Shaffir's Skeptic Tank	Skepticality: The Official Podcast of Skeptic Magazine	0
654	Ari Shaffir's Skeptic Tank	Friendly Atheist Podcast	17021784
655	Ari Shaffir's Skeptic Tank	Snoop Dogg's GGN Podcast	97002200
656	Ari Shaffir's Skeptic Tank	Katie Couric	0
657	Ari Shaffir's Skeptic Tank	Entrepreneurial Thought Leaders	29496005
658	Ari Shaffir's Skeptic Tank	The Ezra Klein Show	0
659	Ari Shaffir's Skeptic Tank	The Talk Show With John Gruber	0
660	Ari Shaffir's Skeptic Tank	Here We Are	0
661	Ari Shaffir's Skeptic Tank	Double Date Podcast	259364355
662	Ari Shaffir's Skeptic Tank	It's All Happening	742720315
663	Ari Shaffir's Skeptic Tank	The Astral Hustle with Cory Allen	198329872
664	Ari Shaffir's Skeptic Tank	Mindrolling with Raghu Markus	1540148310
665	Ari Shaffir's Skeptic Tank	Chris Grosso The Indie Spiritualist	0
666	Ari Shaffir's Skeptic Tank	London Real	26630435
667	Ari Shaffir's Skeptic Tank	Onnit Podcast	153257189
668	Ari Shaffir's Skeptic Tank	Brody Stevens Festival Of Sports	540190891
669	Ari Shaffir's Skeptic Tank	The Steven Brody Stevens Festival Of Friendship	1799386405
670	Ari Shaffir's Skeptic Tank	Wait Wait... Don't Tell Me!	14727682
671	Ari Shaffir's Skeptic Tank	Superego	39545745
672	Ari Shaffir's Skeptic Tank	Savage Lovecast	0
673	Ari Shaffir's Skeptic Tank	Tom Rhodes Radio Smart Camp	1320184217
674	Ari Shaffir's Skeptic Tank	The Full Charge Power Hour featuring Matt Fulchiron	1796668125
675	Ari Shaffir's Skeptic Tank	The 31 with Brandt Tobler	2283817821
676	Ari Shaffir's Skeptic Tank	Good Times: With Steve Simeone	1830879355
677	Ari Shaffir's Skeptic Tank	Twisting The Wind with Johnny Pemberton	400563368
678	Ari Shaffir's Skeptic Tank	LIVE TO TAPE with Johnny Pemberton	1124258716
679	Ari Shaffir's Skeptic Tank	Mohr Stories with Jay Mohr	28709382
680	Ari Shaffir's Skeptic Tank	The Pony Hour	405155433
681	Ari Shaffir's Skeptic Tank	Jocko Podcast	0
682	Ari Shaffir's Skeptic Tank	The Tim Ferriss Show	283427392
683	Ari Shaffir's Skeptic Tank	StarTalk Radio	0
684	Ari Shaffir's Skeptic Tank	The Doug Stanhope Podcast	2734030434
685	Ari Shaffir's Skeptic Tank	Bitch Sesh: A Real Housewives Breakdown	0
686	Ari Shaffir's Skeptic Tank	Put Your Hands Together with Cam and Rhea	4350528571
687	Ari Shaffir's Skeptic Tank	Watch What Happens Live with Andy Cohen	14719808
688	Ari Shaffir's Skeptic Tank	Rap Radar Podcast	0
689	Ari Shaffir's Skeptic Tank	The Vlad Couch	0
690	Ari Shaffir's Skeptic Tank	Allegedly with Theo Von & Matthew Cole Weiss	191811650
691	Ari Shaffir's Skeptic Tank	This Life #YOULIVE With Dr Drew	759348351
692	Ari Shaffir's Skeptic Tank	With Friends Like These	0
693	Ari Shaffir's Skeptic Tank	The Axe Files with David Axelrod	0
694	Ari Shaffir's Skeptic Tank	Politically Re-Active with W. Kamau Bell & Hari Kondabolu	0
695	Ari Shaffir's Skeptic Tank	The James Altucher Show	243822841
696	Ari Shaffir's Skeptic Tank	Bulletproof Radio	0
697	Ari Shaffir's Skeptic Tank	Revolution Health Radio	0
698	Ari Shaffir's Skeptic Tank	UFC Unfiltered with Jim Norton and Matt Serra	738279627
699	Ari Shaffir's Skeptic Tank	10% Happier with Dan Harris	0
700	Ari Shaffir's Skeptic Tank	Oprah’s SuperSoul Conversations	14234363
701	Under The Skin with Russell Brand	Pointless: with Kevin Pereira	0
702	Under The Skin with Russell Brand	ID10T with Chris Hardwick	44982572
703	Under The Skin with Russell Brand	Waking Up with Sam Harris	134942964
704	Under The Skin with Russell Brand	Kill Tony	0
705	Under The Skin with Russell Brand	The Rubin Report	336960977
706	Under The Skin with Russell Brand	Comedy Bang Bang	0
707	Under The Skin with Russell Brand	H3 Podcast	98074026
708	Under The Skin with Russell Brand	WTF with Marc Maron Podcast	0
709	Under The Skin with Russell Brand	The Church of What's Happening Now: With Joey Coco Diaz	0
710	Under The Skin with Russell Brand	Your Mom's House with Christina P. and Tom Segura	0
